codigo,categoria,bloque,materia,codigo_id,fecha_actualizacion,url_codigo,pdf_url,epub_url,marca_tiempo
Código de las Telecomunicaciones,"Seguridad Vial, Transporte y Telecomunicaciones",industria-transporte,telecomunicaciones,110_Codigo_de_las_Telecomunicaciones,17/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=110_Codigo_de_las_Telecomunicaciones&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=110_Codigo_de_las_Telecomunicaciones.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=110_Codigo_de_las_Telecomunicaciones.epub,2026-09-11T05:30:01Z
Código de Derecho Audiovisual,"Seguridad Vial, Transporte y Telecomunicaciones",industria-transporte,telecomunicaciones,168_Codigo_de_Derecho_Audiovisual,30/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=168_Codigo_de_Derecho_Audiovisual&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=168_Codigo_de_Derecho_Audiovisual.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=168_Codigo_de_Derecho_Audiovisual.epub,2026-09-11T05:30:01Z
Código de Aeronaves Ultraligeras (ULM) y Drones (UAS),"Seguridad Vial, Transporte y Telecomunicaciones",industria-transporte,industria-transporte,607_Codigo_de_Aeronaves_Ultraligeras_ULM_y_Drones_UAS,16/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=607_Codigo_de_Aeronaves_Ultraligeras_ULM_y_Drones_UAS&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=607_Codigo_de_Aeronaves_Ultraligeras_ULM_y_Drones_UAS.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=607_Codigo_de_Aeronaves_Ultraligeras_ULM_y_Drones_UAS.epub,2026-09-11T05:30:01Z
Seguridad Nacional: Órganos competentes de la Seguridad Nacional,Seguridad Nacional,seguridad-defensa,seguridad-defensa,404_Seguridad_Nacional_Organos_competentes_de_la_Seguridad_Nacional,27/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=404_Seguridad_Nacional_Organos_competentes_de_la_Seguridad_Nacional&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=404_Seguridad_Nacional_Organos_competentes_de_la_Seguridad_Nacional.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=404_Seguridad_Nacional_Organos_competentes_de_la_Seguridad_Nacional.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Defensa Nacional,Seguridad Nacional,seguridad-defensa,seguridad-defensa,390_Ambitos_de_la_Seguridad_Nacional_Defensa_Nacional,26/05/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=390_Ambitos_de_la_Seguridad_Nacional_Defensa_Nacional&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=390_Ambitos_de_la_Seguridad_Nacional_Defensa_Nacional.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=390_Ambitos_de_la_Seguridad_Nacional_Defensa_Nacional.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Terrorismo,Seguridad Nacional,seguridad-defensa,seguridad-defensa,391_Ambitos_de_la_Seguridad_Nacional_Terrorismo,29/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=391_Ambitos_de_la_Seguridad_Nacional_Terrorismo&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=391_Ambitos_de_la_Seguridad_Nacional_Terrorismo.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=391_Ambitos_de_la_Seguridad_Nacional_Terrorismo.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Crimen Organizado,Seguridad Nacional,seguridad-defensa,seguridad-defensa,392_Ambitos_de_la_Seguridad_Nacional_Crimen_Organizado,29/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=392_Ambitos_de_la_Seguridad_Nacional_Crimen_Organizado&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=392_Ambitos_de_la_Seguridad_Nacional_Crimen_Organizado.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=392_Ambitos_de_la_Seguridad_Nacional_Crimen_Organizado.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: No proliferación de armas de destrucción masiva,Seguridad Nacional,seguridad-defensa,seguridad-defensa,394_Ambitos_de_la_Seguridad_Nacional_No_proliferacion_de_armas_de_destruccion_masiva,04/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=394_Ambitos_de_la_Seguridad_Nacional_No_proliferacion_de_armas_de_destruccion_masiva&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=394_Ambitos_de_la_Seguridad_Nacional_No_proliferacion_de_armas_de_destruccion_masiva.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=394_Ambitos_de_la_Seguridad_Nacional_No_proliferacion_de_armas_de_destruccion_masiva.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Contrainteligencia/Espionaje,Seguridad Nacional,seguridad-defensa,seguridad-defensa,395_Ambitos_de_la_Seguridad_Nacional_Contrainteligencia_Espionaje,26/05/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=395_Ambitos_de_la_Seguridad_Nacional_Contrainteligencia_Espionaje&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=395_Ambitos_de_la_Seguridad_Nacional_Contrainteligencia_Espionaje.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=395_Ambitos_de_la_Seguridad_Nacional_Contrainteligencia_Espionaje.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Ciberseguridad,Seguridad Nacional,seguridad-defensa,ciberseguridad,397_Ambitos_de_la_Seguridad_Nacional_Ciberseguridad,30/12/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=397_Ambitos_de_la_Seguridad_Nacional_Ciberseguridad&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=397_Ambitos_de_la_Seguridad_Nacional_Ciberseguridad.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=397_Ambitos_de_la_Seguridad_Nacional_Ciberseguridad.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Seguridad Marítima,Seguridad Nacional,seguridad-defensa,seguridad-defensa,398_Ambitos_de_la_Seguridad_Nacional_Seguridad_Maritima,27/02/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=398_Ambitos_de_la_Seguridad_Nacional_Seguridad_Maritima&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=398_Ambitos_de_la_Seguridad_Nacional_Seguridad_Maritima.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=398_Ambitos_de_la_Seguridad_Nacional_Seguridad_Maritima.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Seguridad del Espacio Aéreo y Ultraterrestre,Seguridad Nacional,seguridad-defensa,seguridad-defensa,399_Ambitos_de_la_Seguridad_Nacional_Seguridad_del_Espacio_Aereo_y_Ultraterrestre,27/02/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=399_Ambitos_de_la_Seguridad_Nacional_Seguridad_del_Espacio_Aereo_y_Ultraterrestre&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=399_Ambitos_de_la_Seguridad_Nacional_Seguridad_del_Espacio_Aereo_y_Ultraterrestre.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=399_Ambitos_de_la_Seguridad_Nacional_Seguridad_del_Espacio_Aereo_y_Ultraterrestre.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Protección de Infraestructuras Críticas,Seguridad Nacional,seguridad-defensa,ciberseguridad,400_Ambitos_de_la_Seguridad_Nacional_Proteccion_de_Infraestructuras_Criticas,07/11/2024,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=400_Ambitos_de_la_Seguridad_Nacional_Proteccion_de_Infraestructuras_Criticas&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=400_Ambitos_de_la_Seguridad_Nacional_Proteccion_de_Infraestructuras_Criticas.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=400_Ambitos_de_la_Seguridad_Nacional_Proteccion_de_Infraestructuras_Criticas.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Seguridad Económica y Financiera,Seguridad Nacional,seguridad-defensa,seguridad-defensa,401_Ambitos_de_la_Seguridad_Nacional_Seguridad_Economica_y_Financiera,03/04/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=401_Ambitos_de_la_Seguridad_Nacional_Seguridad_Economica_y_Financiera&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=401_Ambitos_de_la_Seguridad_Nacional_Seguridad_Economica_y_Financiera.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=401_Ambitos_de_la_Seguridad_Nacional_Seguridad_Economica_y_Financiera.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Seguridad Energética,Seguridad Nacional,seguridad-defensa,seguridad-defensa,402_Ambitos_de_la_Seguridad_Nacional_Seguridad_Energetica,27/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=402_Ambitos_de_la_Seguridad_Nacional_Seguridad_Energetica&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=402_Ambitos_de_la_Seguridad_Nacional_Seguridad_Energetica.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=402_Ambitos_de_la_Seguridad_Nacional_Seguridad_Energetica.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Ordenación de Flujos Migratorios,Seguridad Nacional,seguridad-defensa,seguridad-defensa,403_Ambitos_de_la_Seguridad_Nacional_Ordenacion_de_Flujos_Migratorios,15/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=403_Ambitos_de_la_Seguridad_Nacional_Ordenacion_de_Flujos_Migratorios&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=403_Ambitos_de_la_Seguridad_Nacional_Ordenacion_de_Flujos_Migratorios.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=403_Ambitos_de_la_Seguridad_Nacional_Ordenacion_de_Flujos_Migratorios.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Protección ante Emergencias y Catástrofes,Seguridad Nacional,seguridad-defensa,seguridad-defensa,405_Ambitos_de_la_Seguridad_Nacional_Proteccion_ante_Emergencias_y_Catastrofes,14/05/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=405_Ambitos_de_la_Seguridad_Nacional_Proteccion_ante_Emergencias_y_Catastrofes&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=405_Ambitos_de_la_Seguridad_Nacional_Proteccion_ante_Emergencias_y_Catastrofes.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=405_Ambitos_de_la_Seguridad_Nacional_Proteccion_ante_Emergencias_y_Catastrofes.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Seguridad frente a Pandemias y Epidemias,Seguridad Nacional,seguridad-defensa,seguridad-defensa,406_Ambitos_de_la_Seguridad_Nacional_Seguridad_frente_a_Pandemias_y_Epidemias,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=406_Ambitos_de_la_Seguridad_Nacional_Seguridad_frente_a_Pandemias_y_Epidemias&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=406_Ambitos_de_la_Seguridad_Nacional_Seguridad_frente_a_Pandemias_y_Epidemias.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=406_Ambitos_de_la_Seguridad_Nacional_Seguridad_frente_a_Pandemias_y_Epidemias.epub,2026-09-11T05:30:01Z
Ámbitos de la Seguridad Nacional: Preservación del Medio Ambiente,Seguridad Nacional,seguridad-defensa,seguridad-defensa,407_Ambitos_de_la_Seguridad_Nacional_Preservacion_del_Medio_Ambiente,24/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=407_Ambitos_de_la_Seguridad_Nacional_Preservacion_del_Medio_Ambiente&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=407_Ambitos_de_la_Seguridad_Nacional_Preservacion_del_Medio_Ambiente.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=407_Ambitos_de_la_Seguridad_Nacional_Preservacion_del_Medio_Ambiente.epub,2026-09-11T05:30:01Z
"Prevención Blanqueo Capitales, Financiación Terrorismo y Proliferación",Seguridad Nacional,seguridad-defensa,seguridad-defensa,636_Prevencion_Blanqueo_Capitales_Financiacion_Terrorismo_y_Proliferacion,06/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=636_Prevencion_Blanqueo_Capitales_Financiacion_Terrorismo_y_Proliferacion&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=636_Prevencion_Blanqueo_Capitales_Financiacion_Terrorismo_y_Proliferacion.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=636_Prevencion_Blanqueo_Capitales_Financiacion_Terrorismo_y_Proliferacion.epub,2026-09-11T05:30:01Z
Código de leyes administrativas de la Defensa,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,002_Codigo_de_leyes_administrativas_de_la_Defensa,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=002_Codigo_de_leyes_administrativas_de_la_Defensa&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=002_Codigo_de_leyes_administrativas_de_la_Defensa.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=002_Codigo_de_leyes_administrativas_de_la_Defensa.epub,2026-09-11T05:30:01Z
Código de la Guardia Civil,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,007_Codigo_de_la_Guardia_Civil,15/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=007_Codigo_de_la_Guardia_Civil&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=007_Codigo_de_la_Guardia_Civil.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=007_Codigo_de_la_Guardia_Civil.epub,2026-09-11T05:30:01Z
Código de la Guardia Civil del Mar,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,530_Codigo_de_la_Guardia_Civil_del_Mar,01/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=530_Codigo_de_la_Guardia_Civil_del_Mar&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=530_Codigo_de_la_Guardia_Civil_del_Mar.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=530_Codigo_de_la_Guardia_Civil_del_Mar.epub,2026-09-11T05:30:01Z
Código de la Policía Nacional,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,018_Codigo_de_la_Policia_Nacional,30/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=018_Codigo_de_la_Policia_Nacional&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=018_Codigo_de_la_Policia_Nacional.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=018_Codigo_de_la_Policia_Nacional.epub,2026-09-11T05:30:01Z
Código de la Policía Local,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,119_Codigo_de_la_Policia_Local,15/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=119_Codigo_de_la_Policia_Local&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=119_Codigo_de_la_Policia_Local.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=119_Codigo_de_la_Policia_Local.epub,2026-09-11T05:30:01Z
Código de Seguridad Privada,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,058_Codigo_de_Seguridad_Privada,20/10/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=058_Codigo_de_Seguridad_Privada&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=058_Codigo_de_Seguridad_Privada.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=058_Codigo_de_Seguridad_Privada.epub,2026-09-11T05:30:01Z
Código de Seguridad Ciudadana,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,100_Codigo_de_Seguridad_Ciudadana,05/01/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=100_Codigo_de_Seguridad_Ciudadana&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=100_Codigo_de_Seguridad_Ciudadana.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=100_Codigo_de_Seguridad_Ciudadana.epub,2026-09-11T05:30:01Z
Código de Derecho de la Ciberseguridad,Defensa y Seguridad,seguridad-defensa,ciberseguridad,173_Codigo_de_Derecho_de_la_Ciberseguridad,03/08/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=173_Codigo_de_Derecho_de_la_Ciberseguridad&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=173_Codigo_de_Derecho_de_la_Ciberseguridad.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=173_Codigo_de_Derecho_de_la_Ciberseguridad.epub,2026-09-11T05:30:01Z
Código de Violencia de Género y Doméstica,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,200_Codigo_de_Violencia_de_Genero_y_Domestica_,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=200_Codigo_de_Violencia_de_Genero_y_Domestica_&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=200_Codigo_de_Violencia_de_Genero_y_Domestica_.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=200_Codigo_de_Violencia_de_Genero_y_Domestica_.epub,2026-09-11T05:30:01Z
Código de Protección Civil,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,174_Codigo_de_Proteccion_Civil,14/05/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=174_Codigo_de_Proteccion_Civil&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=174_Codigo_de_Proteccion_Civil.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=174_Codigo_de_Proteccion_Civil.epub,2026-09-11T05:30:01Z
Armas y Explosivos,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,336_Armas_y_Explosivos,04/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=336_Armas_y_Explosivos&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=336_Armas_y_Explosivos.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=336_Armas_y_Explosivos.epub,2026-09-11T05:30:01Z
Código de Fronteras,Defensa y Seguridad,seguridad-defensa,seguridad-defensa,413_Codigo_de_Fronteras,27/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=413_Codigo_de_Fronteras&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=413_Codigo_de_Fronteras.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=413_Codigo_de_Fronteras.epub,2026-09-11T05:30:01Z
Código de Legislación Tributaria,Derecho Tributario,fiscal-financiero,fiscal-financiero,049_Codigo_de_Legislacion_Tributaria,09/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=049_Codigo_de_Legislacion_Tributaria&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=049_Codigo_de_Legislacion_Tributaria.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=049_Codigo_de_Legislacion_Tributaria.epub,2026-09-11T05:30:01Z
Ley General Tributaria y sus reglamentos,Derecho Tributario,fiscal-financiero,fiscal-financiero,030_Ley_General_Tributaria_y_sus_reglamentos,03/12/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=030_Ley_General_Tributaria_y_sus_reglamentos&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=030_Ley_General_Tributaria_y_sus_reglamentos.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=030_Ley_General_Tributaria_y_sus_reglamentos.epub,2026-09-11T05:30:01Z
Impuesto sobre Sociedades,Derecho Tributario,fiscal-financiero,fiscal-financiero,062_Impuesto_sobre_Sociedades,02/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=062_Impuesto_sobre_Sociedades&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=062_Impuesto_sobre_Sociedades.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=062_Impuesto_sobre_Sociedades.epub,2026-09-11T05:30:01Z
Impuesto sobre la Renta de las Personas Físicas,Derecho Tributario,fiscal-financiero,fiscal-financiero,064_Impuesto_sobre_la_Renta_de_las_Personas_Fisicas,09/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=064_Impuesto_sobre_la_Renta_de_las_Personas_Fisicas&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=064_Impuesto_sobre_la_Renta_de_las_Personas_Fisicas.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=064_Impuesto_sobre_la_Renta_de_las_Personas_Fisicas.epub,2026-09-11T05:30:01Z
Impuesto sobre Sucesiones y Donaciones,Derecho Tributario,fiscal-financiero,fiscal-financiero,061_Impuesto_sobre_Sucesiones_y_Donaciones,07/11/2024,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=061_Impuesto_sobre_Sucesiones_y_Donaciones&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=061_Impuesto_sobre_Sucesiones_y_Donaciones.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=061_Impuesto_sobre_Sucesiones_y_Donaciones.epub,2026-09-11T05:30:01Z
Impuesto sobre el Valor Añadido,Derecho Tributario,fiscal-financiero,fiscal-financiero,057_Impuesto_sobre_el_Valor_Anadido,31/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=057_Impuesto_sobre_el_Valor_Anadido&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=057_Impuesto_sobre_el_Valor_Anadido.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=057_Impuesto_sobre_el_Valor_Anadido.epub,2026-09-11T05:30:01Z
Impuesto sobre Transmisiones Patrimoniales y Actos Jurídicos Documentados,Derecho Tributario,fiscal-financiero,fiscal-financiero,065_Impuesto_sobre_Transmisiones_Patrimoniales_y_Actos_Juridicos_Documentados,23/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=065_Impuesto_sobre_Transmisiones_Patrimoniales_y_Actos_Juridicos_Documentados&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=065_Impuesto_sobre_Transmisiones_Patrimoniales_y_Actos_Juridicos_Documentados.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=065_Impuesto_sobre_Transmisiones_Patrimoniales_y_Actos_Juridicos_Documentados.epub,2026-09-11T05:30:01Z
Impuestos especiales,Derecho Tributario,fiscal-financiero,fiscal-financiero,063_Impuestos_especiales,01/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=063_Impuestos_especiales&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=063_Impuestos_especiales.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=063_Impuestos_especiales.epub,2026-09-11T05:30:01Z
Tasas y Precios Públicos,Derecho Tributario,fiscal-financiero,fiscal-financiero,066_Tasas_y_Precios_Publicos,30/09/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=066_Tasas_y_Precios_Publicos&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=066_Tasas_y_Precios_Publicos.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=066_Tasas_y_Precios_Publicos.epub,2026-09-11T05:30:01Z
Código de Normativa Catastral,Derecho Tributario,fiscal-financiero,fiscal-financiero,113_Codigo_de_Normativa_Catastral,09/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=113_Codigo_de_Normativa_Catastral&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=113_Codigo_de_Normativa_Catastral.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=113_Codigo_de_Normativa_Catastral.epub,2026-09-11T05:30:01Z
Régimen Fiscal de los Trabajadores Autónomos,Derecho Tributario,fiscal-financiero,fiscal-financiero,288_Regimen_Fiscal_de_los_Trabajadores_Autonomos,09/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=288_Regimen_Fiscal_de_los_Trabajadores_Autonomos&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=288_Regimen_Fiscal_de_los_Trabajadores_Autonomos.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=288_Regimen_Fiscal_de_los_Trabajadores_Autonomos.epub,2026-09-11T05:30:01Z
Normativa internacional para evitar la doble imposición,Derecho Tributario,fiscal-financiero,fiscal-financiero,344_Normativa_internacional_para_evitar_la_doble_imposicion,17/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=344_Normativa_internacional_para_evitar_la_doble_imposicion&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=344_Normativa_internacional_para_evitar_la_doble_imposicion.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=344_Normativa_internacional_para_evitar_la_doble_imposicion.epub,2026-09-11T05:30:01Z
Código Contencioso-Tributario,Derecho Tributario,fiscal-financiero,fiscal-financiero,528_Codigo_Contencioso,29/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=528_Codigo_Contencioso&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=528_Codigo_Contencioso.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=528_Codigo_Contencioso.epub,2026-09-11T05:30:01Z
