codigo,categoria,bloque,materia,codigo_id,fecha_actualizacion,url_codigo,pdf_url,epub_url,marca_tiempo
Código del Mercado Bancario,"Mercados, Entidades y Operaciones Financieros",fiscal-financiero,fiscal-financiero,041_Codigo_del_Mercado_Bancario,29/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=041_Codigo_del_Mercado_Bancario&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=041_Codigo_del_Mercado_Bancario.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=041_Codigo_del_Mercado_Bancario.epub,2026-09-11T05:30:01Z
Código del Mercado del Seguro,"Mercados, Entidades y Operaciones Financieros",fiscal-financiero,fiscal-financiero,045_Codigo_del_Mercado_del_Seguro,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=045_Codigo_del_Mercado_del_Seguro&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=045_Codigo_del_Mercado_del_Seguro.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=045_Codigo_del_Mercado_del_Seguro.epub,2026-09-11T05:30:01Z
Código del Mercado de Valores,"Mercados, Entidades y Operaciones Financieros",fiscal-financiero,fiscal-financiero,076_Codigo_del_Mercado_de_Valores,10/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=076_Codigo_del_Mercado_de_Valores&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=076_Codigo_del_Mercado_de_Valores.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=076_Codigo_del_Mercado_de_Valores.epub,2026-09-11T05:30:01Z
Código de Títulos y Valores,"Mercados, Entidades y Operaciones Financieros",fiscal-financiero,fiscal-financiero,109_Codigo_de_Titulos_y_Valores,10/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=109_Codigo_de_Titulos_y_Valores&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=109_Codigo_de_Titulos_y_Valores.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=109_Codigo_de_Titulos_y_Valores.epub,2026-09-11T05:30:01Z
Código de Cumplimiento Normativo en Entidades Financieras,"Mercados, Entidades y Operaciones Financieros",fiscal-financiero,fiscal-financiero,214_Codigo_de_Cumplimiento_Normativo_en_Entidades_Financieras,10/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=214_Codigo_de_Cumplimiento_Normativo_en_Entidades_Financieras&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=214_Codigo_de_Cumplimiento_Normativo_en_Entidades_Financieras.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=214_Codigo_de_Cumplimiento_Normativo_en_Entidades_Financieras.epub,2026-09-11T05:30:01Z
Código de la Ordenación de los Mercados Financieros,"Mercados, Entidades y Operaciones Financieros",fiscal-financiero,fiscal-financiero,215_Codigo_de_la_Ordenacion_de_los_Mercados_Financieros,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=215_Codigo_de_la_Ordenacion_de_los_Mercados_Financieros&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=215_Codigo_de_la_Ordenacion_de_los_Mercados_Financieros.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=215_Codigo_de_la_Ordenacion_de_los_Mercados_Financieros.epub,2026-09-11T05:30:01Z
Código de las Entidades de los Mercados Financieros,"Mercados, Entidades y Operaciones Financieros",fiscal-financiero,fiscal-financiero,242_Codigo_de_las_Entidades_de_los_Mercados_Financieros,10/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=242_Codigo_de_las_Entidades_de_los_Mercados_Financieros&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=242_Codigo_de_las_Entidades_de_los_Mercados_Financieros.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=242_Codigo_de_las_Entidades_de_los_Mercados_Financieros.epub,2026-09-11T05:30:01Z
Código de la Operativa de los Mercados Financieros,"Mercados, Entidades y Operaciones Financieros",fiscal-financiero,fiscal-financiero,243_Codigo_de_la_Operativa_de_los_Mercados_Financieros,29/05/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=243_Codigo_de_la_Operativa_de_los_Mercados_Financieros&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=243_Codigo_de_la_Operativa_de_los_Mercados_Financieros.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=243_Codigo_de_la_Operativa_de_los_Mercados_Financieros.epub,2026-09-11T05:30:01Z
Código de Fiscalidad de los Mercados Financieros,"Mercados, Entidades y Operaciones Financieros",fiscal-financiero,fiscal-financiero,244_Codigo_de_Fiscalidad_de_los_Mercados_Financieros,09/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=244_Codigo_de_Fiscalidad_de_los_Mercados_Financieros&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=244_Codigo_de_Fiscalidad_de_los_Mercados_Financieros.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=244_Codigo_de_Fiscalidad_de_los_Mercados_Financieros.epub,2026-09-11T05:30:01Z
Código de Normativa Complementaria de los Mercados Financieros,"Mercados, Entidades y Operaciones Financieros",fiscal-financiero,fiscal-financiero,245_Codigo_de_Normativa_Complementaria_de_los_Mercados_Financieros,09/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=245_Codigo_de_Normativa_Complementaria_de_los_Mercados_Financieros&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=245_Codigo_de_Normativa_Complementaria_de_los_Mercados_Financieros.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=245_Codigo_de_Normativa_Complementaria_de_los_Mercados_Financieros.epub,2026-09-11T05:30:01Z
Código de Auditoría de Cuentas,Auditoría y Contabilidad,mercantil,mercantil,090_Codigo_de_Auditoria_de_Cuentas,25/04/2024,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=090_Codigo_de_Auditoria_de_Cuentas&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=090_Codigo_de_Auditoria_de_Cuentas.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=090_Codigo_de_Auditoria_de_Cuentas.epub,2026-09-11T05:30:01Z
Código de Contabilidad Financiera y Sociedades,Auditoría y Contabilidad,mercantil,mercantil,089_Codigo_de_Contabilidad_Financiera_y_Sociedades,10/01/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=089_Codigo_de_Contabilidad_Financiera_y_Sociedades&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=089_Codigo_de_Contabilidad_Financiera_y_Sociedades.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=089_Codigo_de_Contabilidad_Financiera_y_Sociedades.epub,2026-09-11T05:30:01Z
"Código del Plan de Recuperación, Transformación y Resiliencia","Plan de Recuperación, Transformación y Resiliencia",administrativo,administrativo,464_Codigo_del_Plan_de_Recuperacion_Transformacion_y_Resiliencia,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=464_Codigo_del_Plan_de_Recuperacion_Transformacion_y_Resiliencia&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=464_Codigo_del_Plan_de_Recuperacion_Transformacion_y_Resiliencia.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=464_Codigo_del_Plan_de_Recuperacion_Transformacion_y_Resiliencia.epub,2026-09-11T05:30:01Z
Código de Legislación Social,Legislación Social,social-sanidad,social-sanidad,039_Codigo_de_Legislacion_Social,02/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=039_Codigo_de_Legislacion_Social&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=039_Codigo_de_Legislacion_Social.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=039_Codigo_de_Legislacion_Social.epub,2026-09-11T05:30:01Z
"Cooperativas, Sociedades Laborales y Trabajador Autónomo",Legislación Social,social-sanidad,social-sanidad,071_Cooperativas_Sociedades_Laborales_y_Trabajador_Autonomo,10/08/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=071_Cooperativas_Sociedades_Laborales_y_Trabajador_Autonomo&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=071_Cooperativas_Sociedades_Laborales_y_Trabajador_Autonomo.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=071_Cooperativas_Sociedades_Laborales_y_Trabajador_Autonomo.epub,2026-09-11T05:30:01Z
Código Laboral y de la Seguridad Social,Legislación Social,social-sanidad,social-sanidad,093_Codigo_Laboral_y_de_la_Seguridad_Social_,02/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=093_Codigo_Laboral_y_de_la_Seguridad_Social_&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=093_Codigo_Laboral_y_de_la_Seguridad_Social_.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=093_Codigo_Laboral_y_de_la_Seguridad_Social_.epub,2026-09-11T05:30:01Z
Prevención de riesgos laborales,Legislación Social,social-sanidad,social-sanidad,037_Prevencion_de_riesgos_laborales,09/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=037_Prevencion_de_riesgos_laborales&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=037_Prevencion_de_riesgos_laborales.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=037_Prevencion_de_riesgos_laborales.epub,2026-09-11T05:30:01Z
Código del Empleo en el Hogar,Legislación Social,social-sanidad,social-sanidad,608_Codigo_del_Empleo_en_el_Hogar,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=608_Codigo_del_Empleo_en_el_Hogar&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=608_Codigo_del_Empleo_en_el_Hogar.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=608_Codigo_del_Empleo_en_el_Hogar.epub,2026-09-11T05:30:01Z
Trabajo Autónomo,Legislación Social,social-sanidad,social-sanidad,267_Trabajo_Autonomo,02/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=267_Trabajo_Autonomo&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=267_Trabajo_Autonomo.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=267_Trabajo_Autonomo.epub,2026-09-11T05:30:01Z
Código de Derecho Sindical,Legislación Social,social-sanidad,social-sanidad,328_Codigo_de_Derecho_Sindical,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=328_Codigo_de_Derecho_Sindical&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=328_Codigo_de_Derecho_Sindical.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=328_Codigo_de_Derecho_Sindical.epub,2026-09-11T05:30:01Z
Código de normativa reguladora de los Despidos Colectivos y los ERTE,Legislación Social,social-sanidad,social-sanidad,440_Codigo_de_normativa_reguladora_de_los_Despidos_Colectivos_y_los_ERTE,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=440_Codigo_de_normativa_reguladora_de_los_Despidos_Colectivos_y_los_ERTE&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=440_Codigo_de_normativa_reguladora_de_los_Despidos_Colectivos_y_los_ERTE.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=440_Codigo_de_normativa_reguladora_de_los_Despidos_Colectivos_y_los_ERTE.epub,2026-09-11T05:30:01Z
Código de la Profesión de Graduado Social,Legislación Social,social-sanidad,social-sanidad,526_Codigo_de_la_Profesion_de_Graduado_Social,02/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=526_Codigo_de_la_Profesion_de_Graduado_Social&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=526_Codigo_de_la_Profesion_de_Graduado_Social.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=526_Codigo_de_la_Profesion_de_Graduado_Social.epub,2026-09-11T05:30:01Z
Código de Legislación Procesal,Derecho Procesal,justicia,justicia,040_Codigo_de_Legislacion_Procesal,09/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=040_Codigo_de_Legislacion_Procesal&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=040_Codigo_de_Legislacion_Procesal.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=040_Codigo_de_Legislacion_Procesal.epub,2026-09-11T05:30:01Z
Código de Derecho Jurisdiccional,Derecho Procesal,justicia,justicia,332_Codigo_de_Derecho_Jurisdiccional,06/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=332_Codigo_de_Derecho_Jurisdiccional&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=332_Codigo_de_Derecho_Jurisdiccional.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=332_Codigo_de_Derecho_Jurisdiccional.epub,2026-09-11T05:30:01Z
Código de la Jurisdicción Militar,Derecho Procesal,justicia,justicia,427_Codigo_de_la_Jurisdiccion_Militar,26/12/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=427_Codigo_de_la_Jurisdiccion_Militar&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=427_Codigo_de_la_Jurisdiccion_Militar.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=427_Codigo_de_la_Jurisdiccion_Militar.epub,2026-09-11T05:30:01Z
Código Procesal Civil,Derecho Procesal,justicia,justicia,333_Codigo_Procesal_Civil,23/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=333_Codigo_Procesal_Civil&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=333_Codigo_Procesal_Civil.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=333_Codigo_Procesal_Civil.epub,2026-09-11T05:30:01Z
Código Procesal Penal,Derecho Procesal,justicia,justicia,334_Codigo_Procesal_Penal,09/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=334_Codigo_Procesal_Penal&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=334_Codigo_Procesal_Penal.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=334_Codigo_Procesal_Penal.epub,2026-09-11T05:30:01Z
Código Procesal Administrativo,Derecho Procesal,justicia,justicia,317_Codigo_Procesal_Administrativo,24/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=317_Codigo_Procesal_Administrativo&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=317_Codigo_Procesal_Administrativo.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=317_Codigo_Procesal_Administrativo.epub,2026-09-11T05:30:01Z
Código Procesal Laboral,Derecho Procesal,justicia,justicia,316_Codigo_Procesal_Laboral,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=316_Codigo_Procesal_Laboral&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=316_Codigo_Procesal_Laboral.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=316_Codigo_Procesal_Laboral.epub,2026-09-11T05:30:01Z
Código del Juzgado de Guardia,Derecho Procesal,justicia,justicia,593_Codigo_del_Juzgado_de_Guardia,09/04/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=593_Codigo_del_Juzgado_de_Guardia&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=593_Codigo_del_Juzgado_de_Guardia.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=593_Codigo_del_Juzgado_de_Guardia.epub,2026-09-11T05:30:01Z
Código de Legislación Procesal de Recursos y Remedios Extraordinarios,Derecho Procesal,justicia,justicia,463_Codigo_de_Legislacion_Procesal_de_Recursos_y_Remedios_Extraordinarios,03/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=463_Codigo_de_Legislacion_Procesal_de_Recursos_y_Remedios_Extraordinarios&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=463_Codigo_de_Legislacion_Procesal_de_Recursos_y_Remedios_Extraordinarios.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=463_Codigo_de_Legislacion_Procesal_de_Recursos_y_Remedios_Extraordinarios.epub,2026-09-11T05:30:01Z
Código de Subastas Electrónicas,Derecho Procesal,justicia,justicia,162_Codigo_de_Subastas_Electronicas,30/09/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=162_Codigo_de_Subastas_Electronicas&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=162_Codigo_de_Subastas_Electronicas.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=162_Codigo_de_Subastas_Electronicas.epub,2026-09-11T05:30:01Z
Código de Medicina Legal y Ciencias Forenses,Derecho Procesal,justicia,justicia,419_Codigo_de_Medicina_Legal_y_Ciencias_Forenses,29/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=419_Codigo_de_Medicina_Legal_y_Ciencias_Forenses&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=419_Codigo_de_Medicina_Legal_y_Ciencias_Forenses.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=419_Codigo_de_Medicina_Legal_y_Ciencias_Forenses.epub,2026-09-11T05:30:01Z
Código de leyes educativas,Educación,educacion-cultura,educacion-cultura,053_Codigo_de_leyes_educativas,21/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=053_Codigo_de_leyes_educativas&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=053_Codigo_de_leyes_educativas.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=053_Codigo_de_leyes_educativas.epub,2026-09-11T05:30:01Z
Código de Educación Infantil y Primaria,Educación,educacion-cultura,educacion-cultura,195_Codigo_de_Educacion__Infantil_y_Primaria,17/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=195_Codigo_de_Educacion__Infantil_y_Primaria&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=195_Codigo_de_Educacion__Infantil_y_Primaria.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=195_Codigo_de_Educacion__Infantil_y_Primaria.epub,2026-09-11T05:30:01Z
Código de Educación Secundaria y Bachillerato,Educación,educacion-cultura,educacion-cultura,206_Codigo_de_Educacion_Secundaria_y__Bachillerato,20/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=206_Codigo_de_Educacion_Secundaria_y__Bachillerato&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=206_Codigo_de_Educacion_Secundaria_y__Bachillerato.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=206_Codigo_de_Educacion_Secundaria_y__Bachillerato.epub,2026-09-11T05:30:01Z
Código de Universidades,Educación,educacion-cultura,educacion-cultura,133_Codigo_de_Universidades,02/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=133_Codigo_de_Universidades&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=133_Codigo_de_Universidades.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=133_Codigo_de_Universidades.epub,2026-09-11T05:30:01Z
Código de Becas y Ayudas al Estudio,Educación,educacion-cultura,educacion-cultura,194_Codigo_de_Becas_y_Ayudas_al_Estudio,14/05/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=194_Codigo_de_Becas_y_Ayudas_al_Estudio&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=194_Codigo_de_Becas_y_Ayudas_al_Estudio.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=194_Codigo_de_Becas_y_Ayudas_al_Estudio.epub,2026-09-11T05:30:01Z
Código de Evaluación y Acreditación del Profesorado Universitario,Educación,educacion-cultura,educacion-cultura,166_Codigo_de_Evaluacion_y_Acreditacion_del_Profesorado_Universitario,05/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=166_Codigo_de_Evaluacion_y_Acreditacion_del_Profesorado_Universitario&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=166_Codigo_de_Evaluacion_y_Acreditacion_del_Profesorado_Universitario.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=166_Codigo_de_Evaluacion_y_Acreditacion_del_Profesorado_Universitario.epub,2026-09-11T05:30:01Z
Código de Formación Profesional,Educación,educacion-cultura,educacion-cultura,165_Codigo_de_Formacion_Profesional,02/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=165_Codigo_de_Formacion_Profesional&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=165_Codigo_de_Formacion_Profesional.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=165_Codigo_de_Formacion_Profesional.epub,2026-09-11T05:30:01Z
Código de Personal Educativo (Centros Docentes),Educación,educacion-cultura,educacion-cultura,211_Codigo_de_Personal_Educativo_Centros_Docentes,05/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=211_Codigo_de_Personal_Educativo_Centros_Docentes&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=211_Codigo_de_Personal_Educativo_Centros_Docentes.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=211_Codigo_de_Personal_Educativo_Centros_Docentes.epub,2026-09-11T05:30:01Z
Legislación educativa no universitaria con los cambios introducidos por la LOMLOE,Educación,educacion-cultura,educacion-cultura,417_Legislacion_educativa_no_universitaria_con_los_cambios_introducidos_por_la_LOMLOE,12/11/2024,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=417_Legislacion_educativa_no_universitaria_con_los_cambios_introducidos_por_la_LOMLOE&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=417_Legislacion_educativa_no_universitaria_con_los_cambios_introducidos_por_la_LOMLOE.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=417_Legislacion_educativa_no_universitaria_con_los_cambios_introducidos_por_la_LOMLOE.epub,2026-09-11T05:30:01Z
Código de Enseñanzas Artísticas Profesionales y Superiores,Educación,educacion-cultura,educacion-cultura,601_Codigo_de_Ensenanzas_Artisticas_Profesionales_y_Superiores,14/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=601_Codigo_de_Ensenanzas_Artisticas_Profesionales_y_Superiores&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=601_Codigo_de_Ensenanzas_Artisticas_Profesionales_y_Superiores.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=601_Codigo_de_Ensenanzas_Artisticas_Profesionales_y_Superiores.epub,2026-09-11T05:30:01Z
Código Sanitario,Sanidad y Farmacia,social-sanidad,social-sanidad,084_Codigo_Sanitario,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=084_Codigo_Sanitario&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=084_Codigo_Sanitario.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=084_Codigo_Sanitario.epub,2026-09-11T05:30:01Z
Código Sanitario Normativa Autonómica,Sanidad y Farmacia,social-sanidad,social-sanidad,212_Codigo_Sanitario_Normativa_Autonomica,24/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=212_Codigo_Sanitario_Normativa_Autonomica&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=212_Codigo_Sanitario_Normativa_Autonomica.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=212_Codigo_Sanitario_Normativa_Autonomica.epub,2026-09-11T05:30:01Z
Código del Sistema Sanitario,Sanidad y Farmacia,social-sanidad,social-sanidad,088_Codigo_del_Sistema_Sanitario,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=088_Codigo_del_Sistema_Sanitario&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=088_Codigo_del_Sistema_Sanitario.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=088_Codigo_del_Sistema_Sanitario.epub,2026-09-11T05:30:01Z
Código del Sistema Sanitario Normativa Autonómica,Sanidad y Farmacia,social-sanidad,social-sanidad,224_Codigo_del_Sistema_Sanitario_Normativa_Autonomica,10/12/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=224_Codigo_del_Sistema_Sanitario_Normativa_Autonomica&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=224_Codigo_del_Sistema_Sanitario_Normativa_Autonomica.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=224_Codigo_del_Sistema_Sanitario_Normativa_Autonomica.epub,2026-09-11T05:30:01Z
Código de Profesionales Sanitarios,Sanidad y Farmacia,social-sanidad,social-sanidad,115_Codigo_de_Profesionales_Sanitarios,31/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=115_Codigo_de_Profesionales_Sanitarios&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=115_Codigo_de_Profesionales_Sanitarios.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=115_Codigo_de_Profesionales_Sanitarios.epub,2026-09-11T05:30:01Z
